# Weather station Espoo / Tapiola, Finland, WMO_ID=2985,selection from 01.01.2019 till 19.10.2021, all days
# Encoding: UTF-8
# The data is provided by the website ""Reliable Prognosis"", rp5.kz
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.kz/archive.php?wmo_id=2985&lang=en
#
Local time in Espoo / Tapiola,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
01.07.2020 18:00,15.4,746.5,747.1,,91,Wind blowing from the west-southwest,8,,,"90  or more, but not 100%","Rain shower(s) or intermittent rain, heavy. ",,,,,,"90  or more, but not 100%",600-1000,,,2.0,13.9,3,1,,,,
01.07.2020 15:00,17.9,745.1,745.8,,73,Wind blowing from the south-west,7,12,13,60%.,Rain (not freezing). ,,,,,,"10%  or less, but not 0",300-600,,,28.0,12.9,No precipitation,1,,,,
01.07.2020 12:00,16.9,744.1,744.8,,75,Wind blowing from the south-southwest,6,12,14,70 – 80%.,No significant weather observed. ,,,,,,70 – 80%.,300-600,,,25.0,12.4,No precipitation,1,,,,
01.07.2020 09:00,15.8,,,,86,Wind blowing from the south-southwest,7,12,15,"90  or more, but not 100%",No significant weather observed. ,,,14.7,17.0,,"90  or more, but not 100%",300-600,,,19.0,13.5,0.6,12,,,,
01.07.2020 06:00,15.9,,,,85,Wind blowing from the south-southwest,7,12,13,"90  or more, but not 100%",Drizzle (not freezing) or snow grains. ,,,,,,"90  or more, but not 100%",300-600,,,20.0,13.4,0.1,1,,,,
01.07.2020 03:00,15.8,743.8,744.4,,87,Wind blowing from the south-west,7,13,14,"90  or more, but not 100%",No significant weather observed. ,,,,,,40%.,300-600,,,22.0,13.6,No precipitation,1,,,,
01.07.2020 00:00,14.9,744.4,745.1,,94,Wind blowing from the south-southwest,6,,11,"90  or more, but not 100%","Rain shower(s) or intermittent rain, slight. ",,,,,,60%.,300-600,,,16.0,13.9,0.5,1,,,,
30.06.2020 21:00,17.0,744.7,745.4,,74,Wind blowing from the south-west,5,9,13,"90  or more, but not 100%",Rain (not freezing). ,,,13.4,18.1,,"10%  or less, but not 0",600-1000,,,21.0,12.3,18,12,,,,
30.06.2020 18:00,16.0,744.7,745.3,,87,Wind blowing from the south-west,2,5,5,50%.,Drizzle (not freezing) or snow grains. ,,,,,,"10%  or less, but not 0",1000-1500,,,24.0,13.8,No precipitation,1,,,,
30.06.2020 15:00,13.8,744.7,745.4,,96,Wind blowing from the west-southwest,4,6,8,100%.,"Rain, not freezing, moderate. ",,,,,,100%.,1500-2000,,,10.0,13.1,3,1,,,,
30.06.2020 12:00,14.6,,,,93,Wind blowing from the west-northwest,7,11,12,100%.,"Rain, not freezing, moderate. ",,,,,,100%.,300-600,,,7.0,13.5,3,1,,,,
30.06.2020 09:00,16.1,745.8,746.5,,96,Wind blowing from the north-northwest,5,9,9,100%.,"Rain, not freezing, moderate. ",,,16.0,17.7,,100%.,100-200,,,7.0,15.5,5,12,,,,
30.06.2020 06:00,16.7,748.3,749.0,,97,Wind blowing from the north,3,4,4,100%.,"Drizzle, not freezing, moderate. ",,,,,,100%.,100-200,,,8.0,16.2,0.2,1,,,,
30.06.2020 03:00,17.4,750.3,751.0,,96,Wind blowing from the west-northwest,2,3,3,100%.,"Rain, not freezing, slight. ",,,,,,100%.,100-200,,,10.0,16.8,No precipitation,1,,,,
30.06.2020 00:00,17.0,751.8,752.5,,96,Wind blowing from the south-east,1,2,4,"90  or more, but not 100%","Drizzle, not freezing, moderate. ",,,,,,"90  or more, but not 100%",300-600,,,11.0,16.4,0.1,1,,,,
29.06.2020 21:00,17.4,753.4,754.0,,83,Wind blowing from the east-southeast,4,7,8,100%.,No significant weather observed. ,,,16.4,21.3,,100%.,2000-2500,,,25.0,14.5,1,12,,,,
29.06.2020 18:00,16.4,754.9,755.5,,92,Wind blowing from the east,4,8,10,100%.,"Rain, not freezing, slight. ",,,,,,"10%  or less, but not 0",600-1000,,,10.0,15.1,0.9,1,,,,
29.06.2020 15:00,20.8,755.8,756.4,,56,Wind blowing from the east,8,12,12,"10%  or less, but not 0",No significant weather observed. ,,,,,,,"2500 or more, or no clouds.",,,22.0,11.6,No precipitation,1,,,,
29.06.2020 12:00,19.1,757.2,757.9,,63,Wind blowing from the east,7,11,12,"10%  or less, but not 0",No significant weather observed. ,,,,,,,"2500 or more, or no clouds.",,,30.0,11.8,No precipitation,1,,,,
29.06.2020 09:00,18.1,757.6,758.3,,66,Wind blowing from the east,6,11,11,no clouds,No significant weather observed. ,,,16.7,20.0,,,,,,28.0,11.5,No precipitation,12,,,,
29.06.2020 06:00,17.0,758.3,759.0,,69,Wind blowing from the east-southeast,5,9,10,no clouds,No significant weather observed. ,,,,,,,,,,27.0,11.2,No precipitation,1,,,,
29.06.2020 03:00,17.8,758.8,759.4,,64,Wind blowing from the east-southeast,5,8,12,"10%  or less, but not 0",No significant weather observed. ,,,,,,"10%  or less, but not 0","2500 or more, or no clouds.",,,30.0,10.9,No precipitation,1,,,,
29.06.2020 00:00,18.4,758.8,759.4,,67,Wind blowing from the east,5,9,10,no clouds,No significant weather observed. ,,,,,,,,,,30.0,12.2,No precipitation,1,,,,
28.06.2020 21:00,20.0,758.6,759.3,,69,Wind blowing from the east-southeast,4,7,9,no clouds,No significant weather observed. ,,,19.8,24.6,,,,,,24.0,14.0,No precipitation,12,,,,
28.06.2020 18:00,20.8,758.3,759.0,,69,Wind blowing from the east,6,11,11,no clouds,No significant weather observed. ,,,,,,,,,,21.0,14.9,No precipitation,1,,,,
28.06.2020 15:00,22.0,758.2,758.8,,72,Wind blowing from the east,5,9,9,no clouds,No significant weather observed. ,,,,,,,,,,23.0,16.8,No precipitation,1,,,,
28.06.2020 12:00,23.7,758.0,758.7,,57,Wind blowing from the east-southeast,5,7,8,50%.,No significant weather observed. ,,,,,,50%.,2000-2500,,,22.0,14.6,No precipitation,1,,,,
28.06.2020 09:00,22.5,757.8,758.5,,65,Wind blowing from the east,4,6,9,no clouds,No significant weather observed. ,,,15.8,24.3,,,,,,25.0,15.6,No precipitation,12,,,,
28.06.2020 06:00,18.5,757.5,758.2,,80,Wind blowing from the east-northeast,4,6,7,no clouds,No significant weather observed. ,,,,,,,,,,25.0,15.0,No precipitation,1,,,,
28.06.2020 03:00,17.0,757.5,758.2,,89,Wind blowing from the west-southwest,2,3,3,no clouds,No significant weather observed. ,,,,,,,,,,23.0,15.1,No precipitation,1,,,,
28.06.2020 00:00,19.0,757.8,758.4,,75,Wind blowing from the south-southwest,1,1,2,no clouds,No significant weather observed. ,,,,,,,,,,25.0,14.4,No precipitation,1,,,,
27.06.2020 21:00,24.4,757.9,758.6,,62,Wind blowing from the south,2,3,4,no clouds,No significant weather observed. ,,,22.7,28.5,,,,,,26.0,16.6,No precipitation,12,,,,
27.06.2020 18:00,28.0,758.8,759.4,,38,Wind blowing from the south-southwest,5,7,7,no clouds,No significant weather observed. ,,,,,,,,,,30.0,12.3,No precipitation,1,,,,
27.06.2020 15:00,26.8,760.0,760.6,,47,Wind blowing from the south,5,,11,no clouds,No significant weather observed. ,,,,,,,,,,26.0,14.4,No precipitation,1,,,,
27.06.2020 12:00,25.3,760.7,761.4,,60,Wind blowing from the south,4,6,7,no clouds,No significant weather observed. ,,,,,,,,,,24.0,16.9,No precipitation,1,,,,
27.06.2020 09:00,22.6,761.5,762.2,,60,Wind blowing from the south-west,3,5,6,no clouds,No significant weather observed. ,,,13.0,24.9,,,,,,22.0,14.3,No precipitation,12,,,,
27.06.2020 06:00,14.3,762.3,763.0,,89,Wind blowing from the west,2,2,2,no clouds,No significant weather observed. ,,,,,,,,,,23.0,12.5,No precipitation,1,,,,
27.06.2020 03:00,14.0,762.9,763.6,,88,Wind blowing from the west,2,3,3,no clouds,No significant weather observed. ,,,,,,,,,,23.0,12.1,No precipitation,1,,,,
27.06.2020 00:00,20.2,763.5,764.2,,62,Wind blowing from the west-southwest,4,5,6,no clouds,No significant weather observed. ,,,,,,,,,,27.0,12.7,No precipitation,1,,,,
26.06.2020 21:00,24.9,763.5,764.2,,45,Wind blowing from the south-west,5,7,10,no clouds,No significant weather observed. ,,,22.0,28.1,,,,,,26.0,12.3,No precipitation,12,,,,
26.06.2020 18:00,26.8,764.8,765.4,,41,Wind blowing from the west-southwest,6,9,10,no clouds,No significant weather observed. ,,,,,,,,,,25.0,12.4,No precipitation,1,,,,
26.06.2020 15:00,26.3,766.2,766.9,,50,Wind blowing from the south,5,10,10,no clouds,No significant weather observed. ,,,,,,,,,,23.0,15.0,No precipitation,1,,,,
26.06.2020 12:00,23.5,767.0,767.7,,62,Wind blowing from the south,4,7,8,no clouds,No significant weather observed. ,,,,,,,,,,26.0,15.8,No precipitation,1,,,,
26.06.2020 09:00,22.0,767.8,768.5,,51,Wind blowing from the south-west,4,6,6,no clouds,No significant weather observed. ,,,13.5,26.3,,,,,,23.0,11.5,No precipitation,12,,,,
26.06.2020 06:00,14.6,768.2,768.9,,88,Wind blowing from the west,2,3,3,no clouds,No significant weather observed. ,,,,,,,,,,23.0,12.7,No precipitation,1,,,,
26.06.2020 03:00,14.7,768.4,769.0,,81,Wind blowing from the west,2,2,3,no clouds,No significant weather observed. ,,,,,,,,,,28.0,11.4,No precipitation,1,,,,
26.06.2020 00:00,17.5,768.6,769.3,,65,Wind blowing from the west-southwest,3,4,4,no clouds,No significant weather observed. ,,,,,,,,,,27.0,10.9,No precipitation,1,,,,
25.06.2020 21:00,26.4,768.4,769.0,,33,Wind blowing from the west-southwest,4,6,7,no clouds,No significant weather observed. ,,,23.6,29.5,,,,,,27.0,8.7,No precipitation,12,,,,
25.06.2020 18:00,27.9,768.9,769.6,,34,Wind blowing from the south-west,5,7,8,no clouds,No significant weather observed. ,,,,,,,,,,26.0,10.5,No precipitation,1,,,,
25.06.2020 15:00,29.0,769.3,769.9,,37,Wind blowing from the south-west,5,7,8,no clouds,No significant weather observed. ,,,,,,,,,,22.0,12.8,No precipitation,1,,,,
25.06.2020 12:00,27.5,769.7,770.3,,32,Wind blowing from the west,3,6,6,no clouds,No significant weather observed. ,,,,,,,,,,24.0,9.3,No precipitation,1,,,,
25.06.2020 09:00,23.5,769.6,770.3,,46,Wind blowing from the west-northwest,3,5,5,no clouds,No significant weather observed. ,,,14.3,23.5,,,,,,25.0,11.3,No precipitation,12,,,,
25.06.2020 06:00,16.2,769.5,770.2,,70,Wind blowing from the west-northwest,3,4,4,no clouds,No significant weather observed. ,,,,,,,,,,29.0,10.7,No precipitation,1,,,,
25.06.2020 03:00,15.0,769.2,769.9,,77,Wind blowing from the west,2,3,3,no clouds,No significant weather observed. ,,,,,,,,,,29.0,11.0,No precipitation,1,,,,
25.06.2020 00:00,17.3,768.7,769.3,,96,Wind blowing from the west,3,4,4,no clouds,No significant weather observed. ,,,,,,,,,,19.0,16.6,No precipitation,1,,,,
24.06.2020 21:00,22.7,768.2,768.9,,67,Wind blowing from the south-southeast,2,3,4,no clouds,No significant weather observed. ,,,21.5,25.8,,,,,,25.0,16.2,No precipitation,12,,,,
24.06.2020 18:00,24.9,768.3,769.0,,49,Wind blowing from the south,4,6,6,no clouds,No significant weather observed. ,,,,,,,,,,26.0,13.5,No precipitation,1,,,,
24.06.2020 15:00,24.9,768.4,769.0,,57,Wind blowing from the south,3,5,6,no clouds,No significant weather observed. ,,,,,,,,,,28.0,15.7,No precipitation,1,,,,
24.06.2020 12:00,23.2,768.1,768.7,,59,Wind blowing from the south-southeast,3,4,5,no clouds,No significant weather observed. ,,,,,,,,,,24.0,14.7,No precipitation,1,,,,
24.06.2020 09:00,21.4,767.6,768.3,,59,Wind blowing from the north,1,,2,no clouds,No significant weather observed. ,,,13.4,23.3,,,,,,25.0,13.1,No precipitation,12,,,,
24.06.2020 06:00,14.2,767.1,767.8,,88,Wind blowing from the west,2,2,2,no clouds,No significant weather observed. ,,,,,,,,,,24.0,12.2,No precipitation,1,,,,
24.06.2020 03:00,14.5,766.6,767.2,,84,Wind blowing from the north-northwest,3,4,4,no clouds,No significant weather observed. ,,,,,,,,,,26.0,11.8,No precipitation,1,,,,
24.06.2020 00:00,16.0,765.7,766.5,,76,Wind blowing from the west,3,5,5,no clouds,No significant weather observed. ,,,,,,,,,,26.0,11.7,No precipitation,1,,,,
23.06.2020 21:00,23.2,765.2,765.9,,39,Wind blowing from the south-west,4,5,5,no clouds,No significant weather observed. ,,,19.7,24.2,,,,,,25.0,8.5,No precipitation,12,,,,
23.06.2020 18:00,22.9,764.9,765.6,,41,Wind blowing from the south,5,8,8,no clouds,No significant weather observed. ,,,,,,,,,,26.0,9.0,No precipitation,1,,,,
23.06.2020 15:00,23.2,764.7,765.4,,41,Wind blowing from the south,4,7,8,no clouds,No significant weather observed. ,,,,,,,,,,25.0,9.2,No precipitation,1,,,,
23.06.2020 12:00,21.4,764.2,764.9,,52,Wind blowing from the south,3,6,6,no clouds,No significant weather observed. ,,,,,,,,,,29.0,11.2,No precipitation,1,,,,
23.06.2020 09:00,19.7,763.9,764.5,,56,Wind blowing from the north,1,2,2,no clouds,No significant weather observed. ,,,9.4,19.7,,,,,,30.0,10.6,No precipitation,12,,,,
23.06.2020 06:00,10.4,763.4,764.2,,98,Wind blowing from the north-west,1,2,2,no clouds,No significant weather observed. ,,,,,,,,,,18.0,10.1,No precipitation,1,,,,
23.06.2020 03:00,9.9,763.0,763.7,,98,Wind blowing from the north-northwest,2,3,3,no clouds,No significant weather observed. ,,,,,,,,,,19.0,9.6,No precipitation,1,,,,
23.06.2020 00:00,12.2,762.7,763.3,,93,Wind blowing from the west-northwest,1,1,1,no clouds,No significant weather observed. ,,,,,,,,,,23.0,11.1,No precipitation,1,,,,
22.06.2020 21:00,18.5,762.5,763.2,,61,Wind blowing from the south-southeast,1,3,4,no clouds,No significant weather observed. ,,,17.3,20.3,,,,,,25.0,10.9,No precipitation,12,,,,
22.06.2020 18:00,19.5,762.9,763.6,,57,Wind blowing from the south-east,4,5,6,no clouds,No significant weather observed. ,,,,,,,,,,30.0,10.6,No precipitation,1,,,,
22.06.2020 15:00,19.6,763.5,764.2,,59,Wind blowing from the south-east,4,6,,no clouds,No significant weather observed. ,,,,,,,,,,23.0,11.2,No precipitation,1,,,,
22.06.2020 12:00,18.6,763.9,764.5,,59,Wind blowing from the south-east,4,6,6,no clouds,No significant weather observed. ,,,,,,,,,,29.0,10.3,No precipitation,1,,,,
22.06.2020 09:00,17.3,764.0,764.7,,57,Wind blowing from the north-east,3,5,6,no clouds,No significant weather observed. ,,,8.9,18.3,,,,,,28.0,8.7,No precipitation,12,,,,
22.06.2020 06:00,10.9,764.5,765.1,,97,Wind blowing from the north-east,3,4,5,no clouds,No significant weather observed. ,,,,,,,,,,27.0,10.5,No precipitation,1,,,,
22.06.2020 03:00,9.8,765.0,765.7,,98,Wind blowing from the north-east,3,,,no clouds,No significant weather observed. ,,,,,,,,,,19.0,9.5,No precipitation,1,,,,
22.06.2020 00:00,13.2,765.1,765.7,,83,Wind blowing from the east-northeast,3,,5,no clouds,No significant weather observed. ,,,,,,,,,,27.0,10.4,No precipitation,1,,,,
21.06.2020 21:00,18.4,764.8,765.5,,58,Wind blowing from the east,3,,6,no clouds,No significant weather observed. ,,,17.2,19.6,,,,,,29.0,10.0,No precipitation,12,,,,
21.06.2020 18:00,18.0,765.3,766.0,,57,Wind blowing from the south-east,5,,8,no clouds,No significant weather observed. ,,,,,,,,,,28.0,9.4,No precipitation,1,,,,
21.06.2020 15:00,18.8,766.0,766.6,,54,Wind blowing from the south-east,4,8,9,no clouds,No significant weather observed. ,,,,,,,,,,28.0,9.2,No precipitation,1,,,,
21.06.2020 12:00,18.3,766.3,767.0,,64,Wind blowing from the east-southeast,5,9,9,no clouds,No significant weather observed. ,,,,,,,,,,24.0,11.4,No precipitation,1,,,,
21.06.2020 09:00,17.2,766.3,767.0,,64,Wind blowing from the east,5,8,9,no clouds,No significant weather observed. ,,,12.0,18.3,,,,,,29.0,10.3,No precipitation,12,,,,
21.06.2020 06:00,13.6,766.2,766.9,,76,Wind blowing from the north-east,3,4,5,no clouds,No significant weather observed. ,,,,,,,,,,27.0,9.4,No precipitation,1,,,,
21.06.2020 03:00,13.8,766.4,767.1,,73,Wind blowing from the east,3,7,7,no clouds,No significant weather observed. ,,,,,,,,,,30.0,9.1,No precipitation,1,,,,
21.06.2020 00:00,16.0,766.1,766.8,,71,Wind blowing from the east,4,8,8,no clouds,No significant weather observed. ,,,,,,,,,,28.0,10.7,No precipitation,1,,,,
20.06.2020 21:00,18.3,765.2,765.9,,61,Wind blowing from the east,3,8,8,no clouds,No significant weather observed. ,,,18.2,21.8,,,,,,26.0,10.5,No precipitation,12,,,,
20.06.2020 18:00,20.2,764.7,765.4,,61,Wind blowing from the east,4,8,8,no clouds,No significant weather observed. ,,,,,,,,,,25.0,12.5,No precipitation,1,,,,
20.06.2020 15:00,21.4,764.8,765.4,,59,Wind blowing from the east,6,10,11,no clouds,No significant weather observed. ,,,,,,,,,,23.0,13.1,No precipitation,1,,,,
20.06.2020 12:00,19.6,764.6,765.3,,70,Wind blowing from the east,5,10,11,"10%  or less, but not 0",No significant weather observed. ,,,,,,"10%  or less, but not 0",1500-2000,,,24.0,14.0,No precipitation,1,,,,
20.06.2020 09:00,19.8,763.6,764.3,,72,Wind blowing from the east,5,9,10,60%.,No significant weather observed. ,,,16.9,22.2,,60%.,600-1000,,,25.0,14.6,No precipitation,12,,,,
20.06.2020 06:00,17.4,763.0,763.7,,82,Wind blowing from the north-east,3,5,6,no clouds,No significant weather observed. ,,,,,,,,,,25.0,14.2,No precipitation,1,,,,
20.06.2020 03:00,18.2,762.7,763.4,,76,Wind blowing from the north-east,4,6,7,no clouds,No significant weather observed. ,,,,,,,,,,26.0,13.9,No precipitation,1,,,,
20.06.2020 00:00,20.5,762.1,762.8,,69,Wind blowing from the east-northeast,4,7,8,no clouds,No significant weather observed. ,,,,,,,,,,29.0,14.5,No precipitation,1,,,,
19.06.2020 21:00,22.3,761.0,761.7,,60,Wind blowing from the north-northeast,1,,,no clouds,No significant weather observed. ,,,20.5,24.0,,,,,,25.0,14.2,No precipitation,12,,,,
19.06.2020 18:00,23.0,761.1,761.7,,60,Wind blowing from the south-southeast,2,3,6,no clouds,No significant weather observed. ,,,,,,,,,,27.0,14.8,No precipitation,1,,,,
19.06.2020 15:00,23.8,761.1,761.8,,58,Wind blowing from the south-southeast,3,5,6,no clouds,No significant weather observed. ,,,,,,,,,,26.0,15.0,No precipitation,1,,,,
19.06.2020 12:00,22.5,760.9,761.5,,65,Wind blowing from the south-east,3,5,5,no clouds,No significant weather observed. ,,,,,,,,,,25.0,15.6,No precipitation,1,,,,
19.06.2020 09:00,20.4,760.6,761.2,,67,Wind blowing from the north-east,3,5,6,no clouds,No significant weather observed. ,,,15.3,22.6,,,,,,28.0,14.1,No precipitation,12,,,,
19.06.2020 06:00,16.8,760.3,760.9,,80,Wind blowing from the north,3,4,6,no clouds,No significant weather observed. ,,,,,,,,,,23.0,13.3,No precipitation,1,,,,
19.06.2020 03:00,15.6,760.1,760.8,,85,Wind blowing from the north,3,4,5,no clouds,No significant weather observed. ,,,,,,,,,,24.0,13.1,No precipitation,1,,,,
19.06.2020 00:00,16.7,759.7,760.4,,92,Wind blowing from the north,3,4,4,no clouds,No significant weather observed. ,,,,,,,,,,18.0,15.4,No precipitation,1,,,,
18.06.2020 21:00,22.6,758.8,759.5,,68,Wind blowing from the west-southwest,3,4,4,no clouds,No significant weather observed. ,,,18.6,23.8,,,,,,24.0,16.3,0.2,12,,,,
18.06.2020 18:00,21.8,759.5,760.2,,69,Wind blowing from the south-southeast,2,4,6,no clouds,No significant weather observed. ,,,,,,,,,,26.0,15.8,No precipitation,1,,,,
18.06.2020 15:00,20.8,759.9,760.6,,83,Wind blowing from the south-southeast,3,6,7,no clouds,No significant weather observed. ,,,,,,,,,,18.0,17.7,No precipitation,1,,,,
18.06.2020 12:00,19.3,760.0,760.6,,95,Wind blowing from the south,2,3,5,100%.,Mist. ,,,,,,100%.,100-200,,,6.0,18.5,No precipitation,1,,,,
18.06.2020 09:00,18.6,760.0,760.7,,99,Wind blowing from the west,1,3,3,100%.,"Rain, not freezing, moderate. ",,,16.8,20.8,,100%.,100-200,,,3.2,18.4,13,12,,,,
18.06.2020 06:00,17.9,759.9,760.6,,99,Wind blowing from the east-northeast,2,,6,"90  or more, but not 100%","Rain shower(s) or intermittent rain, slight. ",,,,,,"90  or more, but not 100%",1000-1500,,,2.0,17.7,2,1,,,,
18.06.2020 03:00,17.0,760.3,761.0,,96,Wind blowing from the north-northwest,1,1,3,"10%  or less, but not 0",No significant weather observed. ,,,,,,"10%  or less, but not 0",2000-2500,,,10.0,16.4,No precipitation,1,,,,
18.06.2020 00:00,18.5,760.7,761.4,,93,Wind blowing from the east,2,4,,no clouds,No significant weather observed. ,,,,,,,,,,14.0,17.3,No precipitation,1,,,,
17.06.2020 21:00,20.8,760.9,761.5,,78,Wind blowing from the south-southeast,2,3,5,40%.,No significant weather observed. ,,,20.0,24.0,,40%.,1500-2000,,,21.0,16.8,No precipitation,12,,,,
17.06.2020 18:00,22.3,761.0,761.7,,70,Wind blowing from the east,2,4,6,no clouds,No significant weather observed. ,,,,,,,,,,23.0,16.6,No precipitation,1,,,,
17.06.2020 15:00,21.5,761.6,762.3,,57,Wind blowing from the south-east,4,6,6,no clouds,No significant weather observed. ,,,,,,,,,,25.0,12.7,No precipitation,1,,,,
17.06.2020 12:00,21.4,761.4,762.1,,64,Wind blowing from the south-east,4,5,5,no clouds,No significant weather observed. ,,,,,,,,,,27.0,14.2,No precipitation,1,,,,
17.06.2020 09:00,19.9,761.2,761.8,,73,Wind blowing from the north-east,1,1,2,50%.,No significant weather observed. ,,,16.3,19.9,,50%.,"2500 or more, or no clouds.",,,21.0,14.8,No precipitation,12,,,,
17.06.2020 06:00,17.0,760.9,761.6,,93,Wind blowing from the west-northwest,1,1,2,"90  or more, but not 100%",No significant weather observed. ,,,,,,"90  or more, but not 100%",1000-1500,,,19.0,15.9,No precipitation,1,,,,
17.06.2020 03:00,16.7,760.8,761.5,,93,Wind blowing from the south-southwest,1,2,4,"90  or more, but not 100%",No significant weather observed. ,,,,,,"90  or more, but not 100%",1000-1500,,,21.0,15.6,No precipitation,1,,,,
17.06.2020 00:00,16.3,760.6,761.3,,96,Wind blowing from the east-northeast,2,2,2,20–30%.,No significant weather observed. ,,,,,,"10%  or less, but not 0",1000-1500,,,12.0,15.6,No precipitation,1,,,,
16.06.2020 21:00,19.8,760.6,761.2,,76,Wind blowing from the south-southeast,1,1,4,"90  or more, but not 100%",No significant weather observed. ,,,19.7,24.7,,"90  or more, but not 100%",1000-1500,,,20.0,15.5,No precipitation,12,,,,
16.06.2020 18:00,21.0,760.5,761.2,,77,Wind blowing from the south-southeast,3,4,4,60%.,No significant weather observed. ,,,,,,"10%  or less, but not 0",1500-2000,,,22.0,16.8,No precipitation,1,,,,
16.06.2020 15:00,23.8,760.7,761.4,,67,Wind blowing from the east-southeast,3,5,,"90  or more, but not 100%",No significant weather observed. ,,,,,,70 – 80%.,1500-2000,,,20.0,17.2,No precipitation,1,,,,
16.06.2020 12:00,21.3,761.2,761.9,,75,Wind blowing from the south-east,4,6,6,"90  or more, but not 100%",No significant weather observed. ,,,,,,60%.,1000-1500,,,22.0,16.7,No precipitation,1,,,,
16.06.2020 09:00,21.2,760.8,761.5,,73,Wind blowing from the east-northeast,3,5,5,"90  or more, but not 100%",No significant weather observed. ,,,15.9,21.2,,70 – 80%.,1000-1500,,,20.0,16.2,No precipitation,12,,,,
16.06.2020 06:00,17.2,760.5,761.2,,93,Wind blowing from the north-east,2,,4,no clouds,No significant weather observed. ,,,,,,,,,,19.0,16.0,No precipitation,1,,,,
16.06.2020 03:00,18.5,760.7,761.4,,83,Wind blowing from the north,1,,3,100%.,No significant weather observed. ,,,,,,100%.,600-1000,,,24.0,15.6,No precipitation,1,,,,
16.06.2020 00:00,16.7,761.1,761.8,,85,Wind blowing from the east-northeast,2,2,3,"90  or more, but not 100%",No significant weather observed. ,,,,,,"10%  or less, but not 0",1000-1500,,,22.0,14.2,No precipitation,1,,,,
15.06.2020 21:00,20.1,761.0,761.7,,63,Wind blowing from the east,2,,7,100%.,No significant weather observed. ,,,19.6,23.6,,100%.,"2500 or more, or no clouds.",,,21.0,12.7,No precipitation,12,,,,
15.06.2020 18:00,22.2,761.5,762.2,,50,Wind blowing from the east,4,8,8,"10%  or less, but not 0",No significant weather observed. ,,,,,,"10%  or less, but not 0","2500 or more, or no clouds.",,,24.0,11.3,No precipitation,1,,,,
15.06.2020 15:00,22.9,762.2,762.9,,42,Wind blowing from the east,4,9,10,no clouds,No significant weather observed. ,,,,,,,,,,25.0,9.2,No precipitation,1,,,,
15.06.2020 12:00,21.4,763.1,763.7,,51,Wind blowing from the east-southeast,4,7,9,no clouds,No significant weather observed. ,,,,,,,,,,30.0,10.7,No precipitation,1,,,,
15.06.2020 09:00,19.6,763.5,764.2,,57,Wind blowing from the east-northeast,4,6,6,no clouds,No significant weather observed. ,,,9.8,20.2,,,,,,25.0,10.9,No precipitation,12,,,,
15.06.2020 06:00,13.7,764.0,764.8,,77,Wind blowing from the north-east,3,5,5,no clouds,No significant weather observed. ,,,,,,,,,,28.0,9.7,No precipitation,1,,,,
15.06.2020 03:00,10.1,764.7,765.4,,90,Wind blowing from the north-east,3,,4,no clouds,No significant weather observed. ,,,,,,,,,,26.0,8.5,No precipitation,1,,,,
15.06.2020 00:00,12.9,765.4,766.2,,71,Wind blowing from the east-northeast,3,,5,no clouds,No significant weather observed. ,,,,,,,,,,30.0,7.7,No precipitation,1,,,,
14.06.2020 21:00,20.2,765.5,766.2,,41,Wind blowing from the east,3,6,7,no clouds,No significant weather observed. ,,,18.6,22.0,,,,,,29.0,6.6,No precipitation,12,,,,
14.06.2020 18:00,21.2,766.2,766.9,,36,Wind blowing from the east,4,8,9,no clouds,No significant weather observed. ,,,,,,,,,,30.0,5.5,No precipitation,1,,,,
14.06.2020 15:00,20.9,768.0,768.7,,39,Wind blowing from the east,5,8,10,no clouds,No significant weather observed. ,,,,,,,,,,27.0,6.2,No precipitation,1,,,,
14.06.2020 12:00,20.4,768.5,769.2,,45,Wind blowing from the south-east,4,,,no clouds,No significant weather observed. ,,,,,,,,,,26.0,8.1,No precipitation,1,,,,
14.06.2020 09:00,18.6,769.2,769.9,,49,Wind blowing from the east-northeast,2,3,5,no clouds,No significant weather observed. ,,,8.2,19.1,,,,,,29.0,7.5,No precipitation,12,,,,
14.06.2020 06:00,9.2,769.3,770.1,,91,Wind blowing from the north-northeast,2,3,3,no clouds,No significant weather observed. ,,,,,,,,,,30.0,7.8,No precipitation,1,,,,
14.06.2020 03:00,8.4,769.5,770.2,,89,Wind blowing from the north,3,4,4,no clouds,No significant weather observed. ,,,,,,,,,,27.0,6.7,No precipitation,1,,,,
14.06.2020 00:00,11.0,769.3,770.0,,81,Wind blowing from the north-northeast,2,,3,no clouds,No significant weather observed. ,,,,,,,,,,27.0,7.8,No precipitation,1,,,,
13.06.2020 21:00,18.9,768.9,769.6,,49,Wind blowing from the south-east,1,3,3,no clouds,No significant weather observed. ,,,18.6,21.9,,,,,,29.0,7.8,No precipitation,12,,,,
13.06.2020 18:00,19.2,769.2,769.9,,39,Wind blowing from the south-east,4,5,6,no clouds,No significant weather observed. ,,,,,,,,,,30.0,5.0,No precipitation,1,,,,
13.06.2020 15:00,19.6,769.6,770.3,,38,Wind blowing from the east-southeast,4,8,8,no clouds,No significant weather observed. ,,,,,,,,,,29.0,4.9,No precipitation,1,,,,
