# Weather station Cairo (airport), Egypt, WMO_ID=62366,selection from 06.01.2019 till 15.10.2021, all days
# Encoding: ANSI
# The data is provided by the website Reliable Prognosis, rp5.kz
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.kz/archive.php?wmo_id=62366&lang=en
#
Local time,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
10.04.2020 14:00,20.6,755.1,760.7,-0.9,33,Wind blowing from the west,4,,,50%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,3.8,,,,,,
10.04.2020 11:00,18.3,756,761.7,0,50,Wind blowing from the south-west,4,,,50%., ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,7.7,,,,,,
10.04.2020 08:00,15.4,756,761.7,0.8,65,Wind blowing from the west-southwest,6,,,40%., ,,,14.5,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,8.9,,,,,,
10.04.2020 05:00,14.5,755.2,761,-0.5,72,Wind blowing from the west-southwest,3,,,40%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",40%.,2000-2500,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",10,9.5,,,,,,
10.04.2020 02:00,15,755.7,761.5,-0.7,70,Wind blowing from the west-northwest,2,,,40%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",40%.,2000-2500,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",10,9.6,,,,,,
09.04.2020 23:00,16.3,756.4,762.1,0.9,61,Wind blowing from the north,4,,,40%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",40%.,2000-2500,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",10,8.8,,,,,,
09.04.2020 20:00,18.4,755.5,761.2,1.4,49,Wind blowing from the north-west,5,,,50%., ,,,,23,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,7.5,,,,,,
09.04.2020 17:00,21.5,754.1,759.7,-0.7,33,Wind blowing from the west-northwest,6,,,50%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,4.6,,,,,,
09.04.2020 14:00,22,754.8,760.4,-1.1,44,Wind blowing from the north-west,5,,,"90  or more, but not 100%", ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","90  or more, but not 100%",600-1000,"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.",,10,9.2,,,,,,
09.04.2020 11:00,20.5,755.9,761.5,0.4,46,Wind blowing from the west-northwest,4,,,"90  or more, but not 100%", ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","90  or more, but not 100%",600-1000,"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.",,10,8.5,,,,,,
09.04.2020 08:00,18.6,755.5,761.2,0.8,62,"Calm, no wind",0,,,40%., ,,,16.2,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",40%.,2000-2500,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",10,11.1,,,,,,
09.04.2020 05:00,16.3,754.7,760.4,-0.1,76,Wind blowing from the east,2,,,40%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",40%.,2000-2500,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",10,12.1,,,,,,
09.04.2020 02:00,16.6,754.8,760.5,-1.3,75,Wind blowing from the north-east,2,,,no clouds, ,,,,,,,,,,10,12.2,,,,,,
08.04.2020 23:00,17.6,756.1,761.8,0.5,68,Wind blowing from the north-east,4,,,no clouds, ,,,,,,,,,,10,11.6,,,,,,
08.04.2020 20:00,19.3,755.6,761.3,0.6,50,Wind blowing from the north-northwest,5,,,40%., ,,,,22,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",40%.,2000-2500,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",10,8.6,,,,,,
08.04.2020 17:00,22,755,760.6,-0.6,37,Wind blowing from the north-northwest,4,,,60%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",60%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,6.4,,,,,,
08.04.2020 14:00,21.6,755.6,761.2,-1.1,40,Wind blowing from the north-northwest,5,,,60%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",60%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,7.2,,,,,,
08.04.2020 11:00,20.3,756.7,762.4,-0.3,40,Wind blowing from the north-west,3,,,no clouds, ,,,,,,,,,,10,6.3,,,,,,
08.04.2020 08:00,17,757,762.7,0.6,71,"Calm, no wind",0,,,40%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.2,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",4,11.7,,,,,,
08.04.2020 05:00,14.9,756.4,762.2,-0.2,78,Wind blowing from the north,2,,,40%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,11.1,,,,,,
08.04.2020 02:00,15.4,756.6,762.4,-1,73,Wind blowing from the east-northeast,4,,,40%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,10.6,,,,,,
07.04.2020 23:00,16.7,757.6,763.3,0.9,64,Wind blowing from the north-northwest,5,,,40%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,9.9,,,,,,
07.04.2020 20:00,19.1,756.7,762.4,1.1,48,Wind blowing from the north,7,,,40%., ,,,,23,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,7.8,,,,,,
07.04.2020 17:00,21.8,755.6,761.2,-0.3,34,Wind blowing from the north-west,4,,,40%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,5.3,,,,,,
07.04.2020 14:00,21.8,755.9,761.5,-1,34,Wind blowing from the west-northwest,5,,,no clouds, ,,,,,,,,,,10,5.3,,,,,,
07.04.2020 11:00,19.4,756.9,762.6,,39,Wind blowing from the north-northwest,5,,,no clouds, ,,,,,,,,,,10,5,,,,,,
07.04.2020 05:00,14.3,756.7,762.5,-0.6,77,Wind blowing from the north-east,3,,,40%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",40%.,2000-2500,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",6,10.3,,,,,,
07.04.2020 02:00,15.5,757.3,763.1,-0.8,71,Wind blowing from the north,4,,,40%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",40%.,2000-2500,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",10,10.3,,,,,,
06.04.2020 23:00,16.7,758.1,763.8,0.5,67,Wind blowing from the north,7,,,40%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",40%.,2000-2500,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",10,10.5,,,,,,
06.04.2020 20:00,19.6,757.6,763.3,1.1,47,Wind blowing from the north-northwest,5,,,no clouds, ,,,,23.6,,,,,,10,8,,,,,,
06.04.2020 17:00,22.8,756.5,762.1,-0.3,41,Wind blowing from the north-northwest,5,,,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,8.9,,,,,,
06.04.2020 14:00,23.7,756.8,762.4,-0.7,40,Wind blowing from the north-west,4,,,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,9.4,,,,,,
06.04.2020 11:00,21.2,757.5,763.1,0.1,52,Wind blowing from the north,5,,,40%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,11,,,,,,
06.04.2020 08:00,17.1,757.4,763.1,1.3,79,Wind blowing from the north-east,4,,,no clouds, ,,,15.4,,,,,,,10,13.4,,,,,,
06.04.2020 05:00,16,756.1,761.8,-0.3,80,Wind blowing from the north-east,3,,,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,6,12.6,,,,,,
06.04.2020 02:00,17.2,756.4,762.1,-0.3,75,Wind blowing from the north-northeast,4,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,6,12.7,,,,,,
05.04.2020 23:00,18.9,756.7,762.4,0.8,62,Wind blowing from the north-northeast,4,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,6,11.4,,,,,,
05.04.2020 20:00,21.3,755.9,761.5,1.9,49,Wind blowing from the north,5,,,50%.,"Widespread dust in suspension in the air, not raised by wind at or near the station at the time of observation. ",Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,26.9,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",4,10.2,,,,,,
05.04.2020 17:00,25.6,754,759.5,0.2,29,Wind blowing from the north-west,5,,,50%.,"Widespread dust in suspension in the air, not raised by wind at or near the station at the time of observation. ",Storm,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",1,6.2,,,,,,
05.04.2020 14:00,26.7,753.8,759.3,-0.5,30,Wind blowing from the west,6,,,50%.,"Slight or moderate duststorm or sandstorm, no appreciable change during the preceding hour. ",Storm,Storm,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",0.3,7.7,,,,,,
05.04.2020 11:00,23.2,754.3,759.9,1.3,42,Wind blowing from the west,6,,,50%.,Slight or moderate duststorm or sandstorm has begun or has increased during the preceding hour. ,Storm,Storm,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",0.3,9.6,,,,,,
05.04.2020 08:00,21.8,753,758.6,4.1,39,Wind blowing from the west-northwest,7,,,50%.,"Slight or moderate duststorm or sandstorm, no appreciable change during the preceding hour. ",Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.6,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",0.5,7.2,,,,,,
05.04.2020 05:00,30.7,748.9,754.3,0,7,Wind blowing from the south,9,,,50%.,"Dust or sand raised by wind at or near the station at the time of observation, but no well-developed dust whirl(s) or sand whirl(s), and no duststorm or sandstorm seen; or, in the case of ships, blowing spray at the station. ",Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",6,-9,,,,,,
05.04.2020 02:00,30.3,748.9,754.3,-1.6,13,Wind blowing from the south-southeast,9,,,50%.,"Dust or sand raised by wind at or near the station at the time of observation, but no well-developed dust whirl(s) or sand whirl(s), and no duststorm or sandstorm seen; or, in the case of ships, blowing spray at the station. ",Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",6,-0.6,,,,,,
04.04.2020 23:00,27.8,750.5,756,-0.1,16,Wind blowing from the south-east,3,,,50%.,"Widespread dust in suspension in the air, not raised by wind at or near the station at the time of observation. ",Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",6,-0.3,,,,,,
04.04.2020 20:00,28.7,750.6,756.1,,15,Wind blowing from the east-southeast,7,,,50%.,"Dust or sand raised by wind at or near the station at the time of observation, but no well-developed dust whirl(s) or sand whirl(s), and no duststorm or sandstorm seen; or, in the case of ships, blowing spray at the station. ",Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,34.2,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",6,-0.5,,,,,,
04.04.2020 17:00,34.2,,,,7,Wind blowing from the south,5,,,50%.,"Dust or sand raised by wind at or near the station at the time of observation, but no well-developed dust whirl(s) or sand whirl(s), and no duststorm or sandstorm seen; or, in the case of ships, blowing spray at the station. ",Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",6,-6.5,,,,,,
04.04.2020 14:00,33.3,751.8,757.2,-2.2,9,Wind blowing from the south,5,,,20�30%.,"Dust or sand raised by wind at or near the station at the time of observation, but no well-developed dust whirl(s) or sand whirl(s), and no duststorm or sandstorm seen; or, in the case of ships, blowing spray at the station. ",Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",6,-3.8,,,,,,
04.04.2020 11:00,30.6,754,759.4,-0.2,15,Wind blowing from the east-southeast,9,,,20�30%.,"Dust or sand raised by wind at or near the station at the time of observation, but no well-developed dust whirl(s) or sand whirl(s), and no duststorm or sandstorm seen; or, in the case of ships, blowing spray at the station. ",Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",6,1,,,,,,
04.04.2020 08:00,24.3,754.2,759.8,,26,Wind blowing from the east,11,,,no clouds, ,,,18.6,,,,,,,10,3.6,,,,,,
04.04.2020 02:00,19.1,754.9,760.6,-1.5,41,Wind blowing from the east-northeast,8,,,no clouds, ,,,,,,,,,,10,5.6,,,,,,
03.04.2020 23:00,20.5,756.4,762.1,,34,Wind blowing from the east-northeast,8,,,no clouds, ,,,,,,,,,,10,4.1,,,,,,
03.04.2020 17:00,27.3,754.9,760.4,-0.7,21,Wind blowing from the north-east,6,,,20�30%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",10,3.1,,,,,,
03.04.2020 14:00,27.4,755.6,761.1,-1.2,21,Wind blowing from the north-northeast,6,,,no clouds, ,,,,,,,,,,10,3.2,,,,,,
03.04.2020 11:00,25.4,756.8,762.4,0,23,Wind blowing from the north-east,3,,,no clouds, ,,,,,,,,,,10,3,,,,,,
03.04.2020 08:00,21.9,756.8,762.4,0.7,32,Wind blowing from the east,5,,,no clouds, ,,,16.3,,,,,,,10,4.5,,,,,,
03.04.2020 05:00,17.4,756.1,761.8,0,54,Wind blowing from the east-southeast,3,,,no clouds, ,,,,,,,,,,10,8,,,,,,
03.04.2020 02:00,17.2,756.1,761.8,-1.1,68,Wind blowing from the east,4,,,no clouds, ,,,,,,,,,,10,11.2,,,,,,
02.04.2020 23:00,14.9,757.2,763,,83,Wind blowing from the north-northeast,4,,,no clouds, ,,,,,,,,,,10,12.1,,,,,,
02.04.2020 17:00,23,755.8,761.4,0.1,34,Wind blowing from the north-west,5,,,40%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.",10,6.3,,,,,,
02.04.2020 14:00,23.2,755.7,761.3,-1.2,25,Wind blowing from the west,5,,,40%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.",10,2.2,,,,,,
02.04.2020 11:00,20.9,756.9,762.5,0.4,39,Wind blowing from the west,4,,,40%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.",10,6.4,,,,,,
02.04.2020 08:00,17.8,756.5,762.2,1,66,Wind blowing from the north-northwest,2,,,40%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.4,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.",6,11.3,,,,,,
02.04.2020 05:00,15.9,755.5,761.2,0.1,67,"Calm, no wind",0,,,no clouds, ,,,,,,,,,,10,9.8,,,,,,
02.04.2020 02:00,16.8,755.4,761.1,-1,67,Wind blowing from the east,3,,,50%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,10.6,,,,,,
01.04.2020 23:00,17.1,756.4,762.1,1,70,Wind blowing from the north-east,6,,,40%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,11.6,,,,,,
01.04.2020 20:00,21.3,755.4,761,0.9,41,Wind blowing from the north-west,3,,,50%., ,,,,23.9,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,7.5,,,,,,
01.04.2020 17:00,22.9,754.5,760.1,-1.1,37,Wind blowing from the north-west,3,,,70 � 80%.,Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 � 80%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,7.4,,,,,,
01.04.2020 14:00,22.9,755.6,761.2,,39,Wind blowing from the west-southwest,2,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90  or more, but not 100%",600-1000,,,6,8.2,,,,,,
01.04.2020 08:00,16.1,755.5,761.2,0.8,75,Wind blowing from the west-southwest,4,,,50%., ,,,15.4,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",60%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,11.6,,,,,,
01.04.2020 05:00,15.8,754.7,760.4,0.7,70,Wind blowing from the west-southwest,5,,,50%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,10.3,,,,,,
01.04.2020 02:00,17.1,754,759.7,,52,Wind blowing from the west-southwest,9,,,no clouds, ,,,,,,,,,,10,7.2,,,,,,
31.03.2020 20:00,23.7,752.1,757.7,2,20,Wind blowing from the west-southwest,10,,,50%.,"Dust or sand raised by wind at or near the station at the time of observation, but no well-developed dust whirl(s) or sand whirl(s), and no duststorm or sandstorm seen; or, in the case of ships, blowing spray at the station. ",Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,30.7,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",4,-0.6,,,,,,
31.03.2020 17:00,26.4,750.1,755.6,0.2,17,Wind blowing from the west-southwest,13,,,50%.,"Dust or sand raised by wind at or near the station at the time of observation, but no well-developed dust whirl(s) or sand whirl(s), and no duststorm or sandstorm seen; or, in the case of ships, blowing spray at the station. ",Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,600-1000,,,2,-0.6,,,,,,
31.03.2020 14:00,30.3,749.9,755.3,-1,18,Wind blowing from the west-southwest,12,,,50%.,"Dust or sand raised by wind at or near the station at the time of observation, but no well-developed dust whirl(s) or sand whirl(s), and no duststorm or sandstorm seen; or, in the case of ships, blowing spray at the station. ",Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",2,3.4,,,,,,
31.03.2020 11:00,27.1,750.9,756.4,0.6,14,Wind blowing from the south-southwest,6,,,50%.,"Dust or sand raised by wind at or near the station at the time of observation, but no well-developed dust whirl(s) or sand whirl(s), and no duststorm or sandstorm seen; or, in the case of ships, blowing spray at the station. ",Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",3,-2.7,,,,,,
