# Weather station Espoo / Tapiola, Finland, WMO_ID=2985,selection from 01.01.2019 till 19.10.2021, all days
# Encoding: UTF-8
# The data is provided by the website Reliable Prognosis, rp5.kz
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.kz/archive.php?wmo_id=2985&lang=en
#
Local time,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
11.03.2020 20:00,3.6,735.7,736.4,,97,Wind blowing from the west-southwest,3,4,4,100%.,"Rain shower(s) or intermittent rain, slight. ",,,3.1,3.7,,100%.,100-200,,,1.7,3.2,8,12,,,,
11.03.2020 17:00,3.3,735.2,735.9,,98,Wind blowing from the south,2,3,6,100%.,"Rain, not freezing, slight. ",,,,,,100%.,100-200,,,6,3,0.5,1,,,,
11.03.2020 14:00,3.2,736,736.7,,97,Wind blowing from the south-east,4,8,9,100%.,"Rain, not freezing, slight. ",,,,,,100%.,100-200,,,7,2.7,1,1,,,,
11.03.2020 11:00,3.3,738.1,738.7,,97,Wind blowing from the east-southeast,5,8,11,100%.,"Rain, not freezing, slight. ",,,,,,100%.,100-200,,,4.8,2.8,0.7,1,,,,
11.03.2020 08:00,3.3,740.7,741.4,,96,Wind blowing from the east-southeast,6,11,11,100%.,"Rain, not freezing, slight. ",,,2.5,4.4,,100%.,100-200,,,5,2.7,0.4,12,,,,
11.03.2020 05:00,3.5,743.7,744.4,,93,Wind blowing from the south-east,4,8,8,100%.,"Precipitation, slight or moderate. ",,,,,,100%.,200-300,,,9,2.5,No precipitation,1,,,,
11.03.2020 02:00,3.3,746.5,747.2,,94,Wind blowing from the south-east,5,,,100%.,No significant weather observed. ,,,,,,100%.,300-600,,,14,2.4,No precipitation,1,,,,
10.03.2020 23:00,3.7,748.7,749.5,,92,Wind blowing from the south-southwest,5,8,8,100%.,Drizzle (not freezing) or snow grains. ,,,,,,100%.,200-300,,,19,2.5,No precipitation,1,,,,
10.03.2020 20:00,4.2,749.8,750.4,,95,Wind blowing from the south-west,5,8,,100%.,No significant weather observed. ,,,2.8,4.7,,100%.,100-200,,,12,3.5,5,12,,,,
10.03.2020 17:00,4.6,749.5,750.2,,95,Wind blowing from the south-west,6,12,12,100%.,"Rain shower(s) or intermittent rain, slight. ",,,,,,100%.,100-200,,,15,3.9,No precipitation,1,,,,
10.03.2020 14:00,3.9,750.4,751,,97,Wind blowing from the south-southwest,6,11,12,100%.,"Rain, not freezing, slight. ",,,,,,100%.,100-200,,,5,3.4,1,1,,,,
10.03.2020 11:00,3.2,751.5,752.2,,97,Wind blowing from the south,4,7,8,100%.,"Rain, not freezing, slight. ",,,,,,100%.,200-300,,,4.2,2.7,0.8,1,,,,
10.03.2020 08:00,3.3,752.9,753.6,,98,Wind blowing from the south,4,6,7,100%.,"Drizzle, not freezing, moderate. ",,,3.1,4.6,,100%.,100-200,,,4.7,3,2,12,,,,
10.03.2020 05:00,3.2,753.8,754.6,,97,Wind blowing from the south-southwest,4,6,8,100%.,"Rain shower(s) or intermittent rain, slight. ",,,,,,100%.,100-200,,,6,2.8,0.1,1,,,,
10.03.2020 02:00,3.4,755.1,755.8,,95,Wind blowing from the south,4,6,7,100%.,"Drizzle, not freezing, moderate. ",,,,,,100%.,300-600,,,6,2.7,0.2,1,,,,
09.03.2020 23:00,3.7,756.1,756.8,,90,Wind blowing from the south-southwest,4,6,6,100%.,"Rain, not freezing, slight. ",,,,,,100%.,600-1000,,,13,2.2,0.1,1,,,,
09.03.2020 20:00,4.4,756.8,757.6,,84,Wind blowing from the south-southwest,5,9,11,100%.,"Drizzle, not freezing, slight. ",,,3.5,5.6,,100%.,600-1000,,,21,1.9,0.1,12,,,,
09.03.2020 17:00,5.5,757,757.7,,76,Wind blowing from the south-southwest,5,9,,100%.,"Rain shower(s) or intermittent rain, slight. ",,,,,,100%.,600-1000,,,23,1.6,No precipitation,1,,,,
09.03.2020 14:00,4.8,757.2,757.9,,82,Wind blowing from the south-southwest,5,7,,100%.,No significant weather observed. ,,,,,,100%.,600-1000,,,25,2,No precipitation,1,,,,
09.03.2020 11:00,4.3,757.4,758.2,,82,Wind blowing from the south-southwest,7,11,11,100%.,No significant weather observed. ,,,,,,100%.,1000-1500,,,26,1.5,No precipitation,1,,,,
09.03.2020 08:00,3.5,756.7,757.5,,83,Wind blowing from the south-southwest,5,8,,100%.,No significant weather observed. ,,,1.5,3.5,,100%.,1000-1500,,,30,0.9,No precipitation,12,,,,
09.03.2020 05:00,3.3,757,757.7,,82,Wind blowing from the south-southwest,6,9,,100%.,No significant weather observed. ,,,,,,100%.,1000-1500,,,35,0.4,No precipitation,1,,,,
09.03.2020 02:00,2.6,757.8,758.5,,84,Wind blowing from the south,7,10,11,50%.,No significant weather observed. ,,,,,,50%.,1500-2000,,,50,0.2,No precipitation,1,,,,
08.03.2020 23:00,2.9,758.6,759.4,,83,Wind blowing from the south-southwest,6,,11,"90  or more, but not 100%",No significant weather observed. ,,,,,,20–30%.,"2500 or more, or no clouds.",,,35,0.3,No precipitation,1,,,,
08.03.2020 20:00,1.5,759.2,759.9,,97,Wind blowing from the south,4,5,6,"90  or more, but not 100%",No significant weather observed. ,,,-4,3.2,,,"2500 or more, or no clouds.",,,13,1,No precipitation,12,,,,
08.03.2020 17:00,2.5,759.5,760.3,,89,Wind blowing from the south,4,6,6,100%.,No significant weather observed. ,,,,,,100%.,"2500 or more, or no clouds.",,,19,0.9,No precipitation,1,,,,
08.03.2020 14:00,2.2,760.1,760.9,,87,Wind blowing from the south,4,6,7,"90  or more, but not 100%",No significant weather observed. ,,,,,,"90  or more, but not 100%",200-300,,,40,0.3,No precipitation,1,,,,
08.03.2020 11:00,2.6,760.3,761,,78,Wind blowing from the south,3,5,5,no clouds,No significant weather observed. ,,,,,,,,,,30,-0.9,No precipitation,1,,,,
08.03.2020 08:00,-4,760,760.6,,96,Wind blowing from the north-east,1,1,2,no clouds,No significant weather observed. ,,,-4.2,1.4,,,,,,13,-4.5,No precipitation,12,,,,
08.03.2020 05:00,-3.3,759.5,760.3,,97,Wind blowing from the north,2,2,3,no clouds,No significant weather observed. ,,,,,,,,,,13,-3.7,No precipitation,1,,,,
08.03.2020 02:00,-2,759.3,760,,99,Wind blowing from the north,1,2,2,no clouds,Mist. ,,,,,,,,,,8,-2.2,No precipitation,1,,,,
07.03.2020 23:00,0,759.1,759.9,,99,Wind blowing from the north-east,1,2,2,100%.,Mist. ,,,,,,100%.,"2500 or more, or no clouds.",,,6,-0.2,No precipitation,1,,,,
07.03.2020 20:00,1.4,758.9,759.7,,94,"Calm, no wind",0,,,"90  or more, but not 100%",No significant weather observed. ,,,-1.5,4.2,,"90  or more, but not 100%","2500 or more, or no clouds.",,,12,0.6,No precipitation,12,,,,
07.03.2020 17:00,3.8,758.5,759.1,,82,Wind blowing from the east-northeast,2,3,,"90  or more, but not 100%",No significant weather observed. ,,,,,,"90  or more, but not 100%",2000-2500,,,30,0.9,No precipitation,1,,,,
07.03.2020 14:00,4,759,759.7,,82,Wind blowing from the east,3,,6,100%.,Drizzle (not freezing) or snow grains. ,,,,,,100%.,1000-1500,,,30,1.2,No precipitation,1,,,,
07.03.2020 11:00,2,759.1,759.8,,99,Wind blowing from the north-east,2,,,60%.,No significant weather observed. ,,,,,,40%.,"2500 or more, or no clouds.",,,20,1.8,No precipitation,1,,,,
07.03.2020 08:00,-1.4,758.8,759.5,,99,Wind blowing from the east-northeast,2,3,3,"90  or more, but not 100%","Snow shower(s) or intermittent snow, slight. ",,,-2.9,0.4,,40%.,Less than  50,,,2.8,-1.5,No precipitation,12,,,,
07.03.2020 05:00,-2.2,758.4,759.1,,99,Wind blowing from the south-southeast,1,1,2,Sky obscured by fog and/or other meteorological phenomena.,"Fog or ice fog, has begun or become thicker during the past hour. ",,,,,,Sky obscured by fog and/or other meteorological phenomena.,,,,0.3,-2.3,No precipitation,1,,,,
07.03.2020 02:00,-2.4,758.3,759.1,,99,Wind blowing from the south-southwest,1,3,3,Sky obscured by fog and/or other meteorological phenomena.,Mist. ,,,,,,Sky obscured by fog and/or other meteorological phenomena.,,,,1.2,-2.6,No precipitation,1,,,,
06.03.2020 23:00,-1.7,757.5,758.2,,99,Wind blowing from the south-west,1,2,2,no clouds,No significant weather observed. ,,,,,,,,,,11,-1.8,No precipitation,1,,,,
06.03.2020 20:00,0.3,756.1,756.9,,96,Wind blowing from the south-west,2,3,4,no clouds,No significant weather observed. ,,,0.3,5.5,,,,,,35,-0.3,No precipitation,12,,,,
06.03.2020 17:00,4.9,754.8,755.5,,73,Wind blowing from the south-west,3,5,6,"10%  or less, but not 0",No significant weather observed. ,,,,,,"10%  or less, but not 0",600-1000,,,45,0.4,No precipitation,1,,,,
06.03.2020 14:00,4.5,754,754.7,,71,Wind blowing from the west,4,6,8,20–30%.,No significant weather observed. ,,,,,,20–30%.,600-1000,,,40,-0.4,No precipitation,1,,,,
06.03.2020 11:00,2.5,753.1,753.8,,76,Wind blowing from the west,4,6,8,"10%  or less, but not 0",No significant weather observed. ,,,,,,"10%  or less, but not 0",300-600,,,40,-1.4,No precipitation,1,,,,
06.03.2020 08:00,0.8,751.8,752.5,,86,Wind blowing from the west,5,9,9,20–30%.,Rain (not freezing). ,,,0.4,2.2,,20–30%.,200-300,,,50,-1.3,2,12,,,,
06.03.2020 05:00,1.9,750.4,751,,95,Wind blowing from the south-southwest,3,6,8,"90  or more, but not 100%",Precipitation ,,,,,,"90  or more, but not 100%",200-300,,,50,1.1,No precipitation,1,,,,
06.03.2020 02:00,0.5,750.3,751,,97,Wind blowing from the south-southwest,4,5,6,"90  or more, but not 100%",No significant weather observed. ,,,,,,50%.,600-1000,,,20,0.1,No precipitation,1,,,,
05.03.2020 23:00,1.7,750.1,750.8,,95,Wind blowing from the south-west,5,7,9,"90  or more, but not 100%","Rain shower(s) or intermittent rain, moderate. ",,,,,,"90  or more, but not 100%",200-300,,,4.4,1,0.5,1,,,,
05.03.2020 20:00,1.4,749.9,750.6,,97,Wind blowing from the south,2,4,6,70 – 80%.,No significant weather observed. ,,,1.4,4,,70 – 80%.,600-1000,,,24,1,1,12,,,,
05.03.2020 17:00,3.3,749.8,750.4,,90,Wind blowing from the south-west,4,7,8,70 – 80%.,Drizzle (not freezing) or snow grains. ,,,,,,70 – 80%.,200-300,,,45,1.8,No precipitation,1,,,,
05.03.2020 14:00,3.4,749.8,750.5,,98,Wind blowing from the south-southwest,4,6,7,100%.,"Rain, not freezing, slight. ",,,,,,100%.,100-200,,,10,3.1,0.3,1,,,,
05.03.2020 11:00,3.3,750.4,751.2,,96,Wind blowing from the south-southwest,4,6,7,100%.,"Rain, not freezing, slight. ",,,,,,100%.,100-200,,,12,2.7,0.3,1,,,,
05.03.2020 08:00,3,750.9,751.6,,97,Wind blowing from the south-southwest,4,6,6,100%.,No significant weather observed. ,,,2.9,3.6,,100%.,100-200,,,30,2.5,0.2,12,,,,
05.03.2020 05:00,3,751.5,752.2,,97,Wind blowing from the south,4,6,8,100%.,No significant weather observed. ,,,,,,100%.,100-200,,,24,2.6,No precipitation,1,,,,
05.03.2020 02:00,3.2,752.3,753,,98,Wind blowing from the south,5,7,,100%.,"Rain, not freezing, slight. ",,,,,,100%.,100-200,,,,2.9,0.1,1,,,,
04.03.2020 23:00,3.5,752.7,753.4,,97,Wind blowing from the south,6,,11,100%., ,,,,,,100%.,600-1000,,,,3,No precipitation,1,,,,
04.03.2020 20:00,3.2,752.8,753.5,,98,Wind blowing from the south-east,6,10,11,100%., ,,,0.6,3.2,,100%.,50-100,,,,2.9,9,12,,,,
04.03.2020 17:00,2.2,753.1,753.9,,97,Wind blowing from the east,6,11,13,100%.,"Rain, not freezing, moderate. ",,,,,,100%.,100-200,,,2.6,1.8,0.5,1,,,,
04.03.2020 14:00,0.7,754.6,755.2,,97,Wind blowing from the east,8,13,19,100%.,"Snow, slight. ",,,,,,100%.,100-200,,,1.2,0.2,3,1,,,,
04.03.2020 11:00,2.1,756,756.7,,91,Wind blowing from the east,9,19,19,100%.,Precipitation ,,,,,,100%.,200-300,,,24,0.8,No precipitation,1,,,,
04.03.2020 08:00,1.5,757.9,758.6,,95,Wind blowing from the east,10,18,19,100%.,No significant weather observed. ,,,1.4,3.2,,100%.,100-200,,,13,0.8,No precipitation,12,,,,
04.03.2020 05:00,2,758.8,759.5,,93,Wind blowing from the east,8,14,15,100%.,No significant weather observed. ,,,,,,100%.,100-200,,,15,1,No precipitation,1,,,,
04.03.2020 02:00,2.8,759.3,760,,91,Wind blowing from the east,6,11,12,100%.,No significant weather observed. ,,,,,,100%.,200-300,,,22,1.4,No precipitation,1,,,,
03.03.2020 23:00,2.8,758.5,759.1,,90,Wind blowing from the east,6,11,12,100%.,No significant weather observed. ,,,,,,100%.,200-300,,,13,1.3,No precipitation,1,,,,
03.03.2020 20:00,3.2,757.8,758.5,,90,Wind blowing from the east-northeast,6,9,11,100%.,Precipitation ,,,1.3,3.9,,100%.,200-300,,,17,1.7,0.3,12,,,,
03.03.2020 17:00,3,756.7,757.3,,95,Wind blowing from the east,3,6,7,100%.,"Drizzle, not freezing, moderate. ",,,,,,100%.,200-300,,,8,2.2,0.1,1,,,,
03.03.2020 14:00,3.7,755.2,755.9,,86,Wind blowing from the north-east,5,7,8,100%.,No significant weather observed. ,,,,,,100%.,300-600,,,19,1.5,No precipitation,1,,,,
03.03.2020 11:00,3.1,754.6,755.2,,93,Wind blowing from the east-northeast,4,6,7,100%.,No significant weather observed. ,,,,,,100%.,200-300,,,12,2,No precipitation,1,,,,
03.03.2020 08:00,1.4,753.4,754.2,,97,Wind blowing from the north-east,3,4,5,"90  or more, but not 100%",No significant weather observed. ,,,-0.7,1.4,,"90  or more, but not 100%",2000-2500,,,10,1,No precipitation,12,,,,
03.03.2020 05:00,0.7,752.8,753.5,,99,Wind blowing from the north-east,3,4,4,"90  or more, but not 100%",Precipitation ,,,,,,20–30%.,1500-2000,,,2.3,0.6,No precipitation,1,,,,
03.03.2020 02:00,0.6,752.5,753.2,,99,Wind blowing from the east-northeast,3,3,3,"90  or more, but not 100%",Mist. ,,,,,,"10%  or less, but not 0",1000-1500,,,3.3,0.5,No precipitation,1,,,,
02.03.2020 23:00,-0.4,751.9,752.6,,99,Wind blowing from the south-east,2,2,2,"90  or more, but not 100%",Mist. ,,,,,,"10%  or less, but not 0",200-300,,,4.3,-0.5,No precipitation,1,,,,
02.03.2020 20:00,0.7,750.8,751.6,,99,Wind blowing from the south,2,3,3,20–30%.,Mist. ,,,0.5,6,,20–30%.,600-1000,,,7,0.5,0.4,12,,,,
02.03.2020 17:00,4.6,749.5,750.2,,83,Wind blowing from the south-west,5,7,9,100%.,No significant weather observed. ,,,,,,100%.,300-600,,,21,1.9,No precipitation,1,,,,
02.03.2020 14:00,5.5,748.2,748.9,,82,Wind blowing from the south-southwest,6,9,9,100%.,No significant weather observed. ,,,,,,100%.,300-600,,,22,2.6,No precipitation,1,,,,
02.03.2020 11:00,4.7,746.2,746.9,,91,Wind blowing from the south-west,4,7,9,100%.,No significant weather observed. ,,,,,,100%.,300-600,,,19,3.3,No precipitation,1,,,,
02.03.2020 08:00,3.4,744.4,745.1,,95,Wind blowing from the south-west,4,7,8,100%.,"Rain, not freezing, slight. ",,,3.2,4.3,,100%.,200-300,,,22,2.7,4,12,,,,
02.03.2020 05:00,3.7,743.2,743.9,,93,Wind blowing from the south-southwest,4,7,,100%.,"Rain shower(s) or intermittent rain, slight. ",,,,,,100%.,200-300,,,17,2.7,0.1,1,,,,
02.03.2020 02:00,4.2,742.4,743.1,,90,Wind blowing from the south-west,6,10,,100%.,No significant weather observed. ,,,,,,100%.,300-600,,,17,2.7,No precipitation,1,,,,
01.03.2020 23:00,4.2,741.4,742,,91,Wind blowing from the south-west,9,15,15,100%.,"Rain shower(s) or intermittent rain, slight. ",,,,,,100%.,200-300,,,13,2.8,0.1,1,,,,
01.03.2020 20:00,3.7,740.8,741.4,,93,Wind blowing from the south-southwest,8,13,15,100%.,"Rain, not freezing, moderate. ",,,0.3,4,,100%.,200-300,,,8,2.7,7,12,,,,
01.03.2020 17:00,3.7,740.1,740.8,,84,Wind blowing from the south-west,7,,14,"90  or more, but not 100%",No significant weather observed. ,,,,,,"90  or more, but not 100%",600-1000,,,21,1.2,No precipitation,1,,,,
01.03.2020 14:00,0.8,738.3,739,,99,Wind blowing from the south,4,7,,100%.,"Rain (or drizzle) and snow, slight. ",,,,,,100%.,50-100,,,6,0.6,1,1,,,,
01.03.2020 11:00,0.8,739.9,740.7,,98,Wind blowing from the south-southeast,4,9,9,100%.,"Rain (or drizzle) and snow, slight. ",,,,,,100%.,100-200,,,6,0.5,0.3,1,,,,
01.03.2020 08:00,0.4,742.2,742.9,,98,Wind blowing from the south-southeast,4,7,9,100%.,"Rain (or drizzle) and snow, moderate or heavy. ",,,0.2,1.3,,100%.,50-100,,,1.9,0.1,3,12,,,,
01.03.2020 05:00,1,744.3,745,,97,Wind blowing from the south,4,7,7,100%.,No significant weather observed. ,,,,,,100%.,200-300,,,14,0.5,No precipitation,1,,,,
01.03.2020 02:00,0.2,746.1,746.8,,99,Wind blowing from the south-southwest,2,3,4,"90  or more, but not 100%",Snow ,,,,,,"90  or more, but not 100%",200-300,,,13,0,0.1,1,,,,
29.02.2020 23:00,0.8,746.9,747.6,,98,Wind blowing from the south-southwest,2,3,5,100%.,"Drizzle, not freezing, moderate. ",,,,,,100%.,600-1000,,,8,0.5,0.1,1,,,,
29.02.2020 20:00,0.5,747.5,748.2,,98,Wind blowing from the south,3,4,6,100%.,"Drizzle, not freezing, moderate. ",,,-10.6,2.3,,100%.,100-200,,,11,0.2,0.3,12,,,,
29.02.2020 17:00,1.5,748,748.7,,87,Wind blowing from the south,3,4,4,100%.,No significant weather observed. ,,,,,,100%.,1000-1500,,,50,-0.5,No precipitation,1,,,,
29.02.2020 14:00,1.6,748.5,749.2,,89,Wind blowing from the south-west,2,4,5,"90  or more, but not 100%",Rain (not freezing). ,,,,,,"90  or more, but not 100%",100-200,,,30,-0.1,No precipitation,1,,,,
29.02.2020 11:00,-1.8,749.6,750.3,,71,Wind blowing from the south-east,2,5,5,100%.,Snow ,,,,,,60%.,600-1000,,,29,-6.5,No precipitation,1,,,,
29.02.2020 08:00,-10.6,750.4,751.1,,88,Wind blowing from the north-northwest,1,1,2,no clouds,No significant weather observed. ,,,-10.7,-4.9,,,,,,20,-12.2,No precipitation,12,,,,
29.02.2020 05:00,-9.5,751,751.8,,81,Wind blowing from the west,2,3,3,no clouds,No significant weather observed. ,,,,,,,,,,40,-12.2,No precipitation,1,,,,
29.02.2020 02:00,-7.3,751.1,751.9,,71,Wind blowing from the west,4,5,5,no clouds,No significant weather observed. ,,,,,,,,,,45,-11.8,No precipitation,1,,,,
28.02.2020 23:00,-6.4,750.5,751.3,,60,Wind blowing from the west-northwest,2,3,4,no clouds,No significant weather observed. ,,,,,,,,,,28,-13,No precipitation,1,,,,
28.02.2020 20:00,-4.9,750.3,751,,49,Wind blowing from the west-northwest,2,3,4,no clouds,No significant weather observed. ,,,-7.1,0.5,,,,,,30,-14,No precipitation,12,,,,
28.02.2020 17:00,-0.1,749.5,750.3,,33,Wind blowing from the north-northwest,4,6,7,no clouds,No significant weather observed. ,,,,,,,,,,40,-14.7,No precipitation,1,,,,
28.02.2020 14:00,-0.1,749.2,749.9,,43,Wind blowing from the north-northwest,4,6,6,no clouds,No significant weather observed. ,,,,,,,,,,35,-11.3,No precipitation,1,,,,
28.02.2020 11:00,-4,749.2,749.9,,62,Wind blowing from the north-northwest,3,4,5,"10%  or less, but not 0",No significant weather observed. ,,,,,,,"2500 or more, or no clouds.",,,30,-10.3,No precipitation,1,,,,
28.02.2020 08:00,-6.8,749.1,749.8,,85,Wind blowing from the north,4,6,6,50%.,No significant weather observed. ,,,-6.8,-2.4,,50%.,300-600,,,29,-9,No precipitation,12,,,,
28.02.2020 05:00,-5.9,748.8,749.5,,83,Wind blowing from the north-northeast,4,6,8,"90  or more, but not 100%",No significant weather observed. ,,,,,,,"2500 or more, or no clouds.",,,40,-8.3,No precipitation,1,,,,
28.02.2020 02:00,-4.6,748.3,749,,77,Wind blowing from the north-northeast,4,7,9,100%.,No significant weather observed. ,,,,,,100%.,600-1000,,,45,-8.1,No precipitation,1,,,,
27.02.2020 23:00,-4.1,748.2,748.9,,69,Wind blowing from the north-east,5,9,10,no clouds,No significant weather observed. ,,,,,,,,,,50,-9,No precipitation,1,,,,
27.02.2020 20:00,-2.4,748,748.7,,59,Wind blowing from the north-east,4,7,9,50%.,No significant weather observed. ,,,-6.1,0,,,"2500 or more, or no clouds.",,,35,-9.5,No precipitation,12,,,,
27.02.2020 17:00,-1,748.2,748.9,,47,Wind blowing from the east,5,10,11,no clouds,No significant weather observed. ,,,,,,,,,,35,-10.9,No precipitation,1,,,,
27.02.2020 14:00,-0.4,748.2,748.9,,47,Wind blowing from the east-northeast,5,10,11,no clouds,No significant weather observed. ,,,,,,,,,,45,-10.4,No precipitation,1,,,,
27.02.2020 11:00,-2.6,748.6,749.3,,62,Wind blowing from the east-northeast,7,10,10,no clouds,No significant weather observed. ,,,,,,,,,,35,-8.9,No precipitation,1,,,,
27.02.2020 08:00,-6,748.3,749.1,,78,Wind blowing from the north-east,4,7,9,no clouds,No significant weather observed. ,,,-6.4,-1.1,,,,,,40,-9.3,No precipitation,12,,,,
27.02.2020 05:00,-5.8,747.8,748.6,,75,Wind blowing from the north-east,5,8,10,no clouds,No significant weather observed. ,,,,,,,,,,50,-9.5,No precipitation,1,,,,
27.02.2020 02:00,-4,747.3,748,,65,Wind blowing from the north-east,6,9,9,60%.,No significant weather observed. ,,,,,,,"2500 or more, or no clouds.",,,50,-9.7,No precipitation,1,,,,
26.02.2020 23:00,-2.1,747.1,747.8,,58,Wind blowing from the east-northeast,6,10,11,100%.,No significant weather observed. ,,,,,,100%.,"2500 or more, or no clouds.",,,50,-9.3,No precipitation,1,,,,
26.02.2020 20:00,-1.1,745.9,746.6,,58,Wind blowing from the north-east,7,11,13,20–30%.,No significant weather observed. ,,,-1.5,1.4,,20–30%.,"2500 or more, or no clouds.",,,45,-8.4,No precipitation,12,,,,
26.02.2020 17:00,0.3,744.5,745.3,,44,Wind blowing from the north-east,8,12,13,"10%  or less, but not 0",No significant weather observed. ,,,,,,"10%  or less, but not 0","2500 or more, or no clouds.",,,45,-10.7,No precipitation,1,,,,
26.02.2020 14:00,0.9,743.5,744.2,,56,Wind blowing from the north-east,6,11,14,60%.,No significant weather observed. ,,,,,,60%.,2000-2500,,,30,-6.9,No precipitation,1,,,,
26.02.2020 11:00,-0.6,742.9,743.7,,63,Wind blowing from the north-east,8,11,11,100%.,No significant weather observed. ,,,,,,100%.,2000-2500,,,25,-6.8,No precipitation,1,,,,
26.02.2020 08:00,-1.5,742.6,743.2,,74,Wind blowing from the north-east,6,9,10,100%.,No significant weather observed. ,,,-3.1,-1.2,,100%.,1500-2000,,,40,-5.6,No precipitation,12,,,,
26.02.2020 05:00,-1.6,742.6,743.4,,78,Wind blowing from the east-northeast,7,10,10,100%.,No significant weather observed. ,,,,,,100%.,"2500 or more, or no clouds.",,,40,-4.9,No precipitation,1,,,,
26.02.2020 02:00,-1.8,743.8,744.4,,81,Wind blowing from the north-east,5,9,9,"90  or more, but not 100%",No significant weather observed. ,,,,,,"90  or more, but not 100%","2500 or more, or no clouds.",,,45,-4.7,No precipitation,1,,,,
25.02.2020 23:00,-2.1,745.4,746.1,,73,Wind blowing from the east-northeast,5,7,7,"90  or more, but not 100%",No significant weather observed. ,,,,,,"10%  or less, but not 0","2500 or more, or no clouds.",,,45,-6.3,No precipitation,1,,,,
25.02.2020 20:00,-3,746.6,747.4,,79,Wind blowing from the east-northeast,3,,5,"10%  or less, but not 0",No significant weather observed. ,,,-5.4,1.3,,,"2500 or more, or no clouds.",,,29,-6.1,No precipitation,12,,,,
25.02.2020 17:00,-0.6,747.6,748.3,,62,Wind blowing from the south-east,3,5,6,no clouds,No significant weather observed. ,,,,,,,,,,40,-7.1,No precipitation,1,,,,
25.02.2020 14:00,0.8,748.6,749.3,,56,Wind blowing from the south-southeast,3,4,4,no clouds,No significant weather observed. ,,,,,,,,,,35,-7,No precipitation,1,,,,
25.02.2020 11:00,-0.6,749.5,750.1,,60,Wind blowing from the north,3,4,4,no clouds,No significant weather observed. ,,,,,,,,,,40,-7.4,No precipitation,1,,,,
25.02.2020 08:00,-5.4,749.5,750.1,,96,Wind blowing from the west-northwest,3,4,4,no clouds,No significant weather observed. ,,,-5.5,1,,,,,,35,-6,No precipitation,12,,,,
25.02.2020 05:00,-3,749.3,750,,88,Wind blowing from the west-northwest,3,4,5,no clouds,No significant weather observed. ,,,,,,,,,,45,-4.7,No precipitation,1,,,,
25.02.2020 02:00,-1.7,749.4,750.1,,85,Wind blowing from the west,4,5,6,no clouds,No significant weather observed. ,,,,,,,,,,45,-4,No precipitation,1,,,,
24.02.2020 23:00,-0.2,749.3,750.1,,71,Wind blowing from the west,5,7,8,no clouds,No significant weather observed. ,,,,,,,,,,45,-4.9,No precipitation,1,,,,
24.02.2020 20:00,1,748.6,749.3,,62,Wind blowing from the west,5,9,10,no clouds,No significant weather observed. ,,,0.6,4.3,,,,,,45,-5.5,No precipitation,12,,,,
24.02.2020 17:00,3.3,747.3,748,,44,Wind blowing from the west-northwest,9,,16,no clouds,No significant weather observed. ,,,,,,,,,,40,-7.8,No precipitation,1,,,,
24.02.2020 14:00,4,745.6,746.3,,45,Wind blowing from the west,11,16,16,"10%  or less, but not 0",No significant weather observed. ,,,,,,"10%  or less, but not 0",1500-2000,,,35,-7,No precipitation,1,,,,
24.02.2020 11:00,2.3,744.4,745.1,,56,Wind blowing from the west-northwest,9,13,17,40%.,No significant weather observed. ,,,,,,"10%  or less, but not 0",1000-1500,,,30,-5.6,No precipitation,1,,,,
24.02.2020 08:00,0.7,742.9,743.6,,67,Wind blowing from the west-northwest,7,10,12,no clouds,No significant weather observed. ,,,0.6,3.7,,,,,,30,-4.7,No precipitation,12,,,,
24.02.2020 05:00,1.4,740.5,741.2,,78,Wind blowing from the west,6,9,9,20–30%.,No significant weather observed. ,,,,,,20–30%.,"2500 or more, or no clouds.",,,35,-2.1,No precipitation,1,,,,
24.02.2020 02:00,1.9,739.3,739.9,,77,Wind blowing from the west,5,7,9,40%.,No significant weather observed. ,,,,,,20–30%.,1000-1500,,,45,-1.8,No precipitation,1,,,,
23.02.2020 23:00,3.4,737.9,738.6,,78,Wind blowing from the west,5,8,11,100%.,Precipitation ,,,,,,100%.,600-1000,,,45,-0.2,No precipitation,1,,,,
23.02.2020 20:00,3.7,736.4,737.1,,73,Wind blowing from the west-southwest,5,8,10,"90  or more, but not 100%",No significant weather observed. ,,,2,5.8,,"90  or more, but not 100%",1000-1500,,,45,-0.7,No precipitation,12,,,,
23.02.2020 17:00,4.6,735.1,735.8,,69,Wind blowing from the west,6,8,14,"90  or more, but not 100%",Drizzle (not freezing) or snow grains. ,,,,,,"90  or more, but not 100%",1000-1500,,,50,-0.6,No precipitation,1,,,,
23.02.2020 14:00,5.7,734.1,734.8,,62,Wind blowing from the west,6,11,11,70 – 80%.,No significant weather observed. ,,,,,,70 – 80%.,600-1000,,,35,-1.2,No precipitation,1,,,,
23.02.2020 11:00,4.4,734.2,734.8,,71,Wind blowing from the west-southwest,6,,,"90  or more, but not 100%",No significant weather observed. ,,,,,,"90  or more, but not 100%",600-1000,,,30,-0.5,No precipitation,1,,,,
